id,ecode,ingredient_name,category,id_status,desc
178,E410,Locust bean gum (Carob gum),Thickener stabiliser gelling agent,1,"Originally from the Mediterranean and the western Asia, Carob is now mainly grown in Mediterranean countries. The gum is extracted from the seeds of the Carob tree (Seratonia siliqua). Gums are famously bland, they are generally odourless and tasteless and most have no energy value. They do though have a nutritional function besides their mechanical and cosmetic ones: in digestion they function as fibre, easing bowel function, and some are used as bulk laxatives. Used in frozen desserts, cultured dairy products and cream cheese."
179,E412,Guar gum,"Thickener, stabiliser",1,"Also called guaran, it is extracted from the seed of the leguminous shrub Cyamopsis tetragonoloba, where it acts as a food and water store. In the food, pharmaceutical and cosmetics industry Guar gum is used as an effective binder, stabiliser, disintegrator and thickener. Widely used in bakeries, diaries and the production of processed meat, dressings and sauces. It is an important natural food supplement with high nutritional value, for weight gain and cholesterol reduction. In cosmetics, especially shampoos and toothpastes, guar gum is used primarily as a thickening and suspending agent. In beverages, it is used as stabiliser for preparing chocolate drinks and juices. Guar is also widely used in tobacco, leather, insecticides and pesticides, crayons and adhesives amongst others."
180,E413,Tragacanth,"Thickener , stabiliser, emulsifier",1,"Tragacanth or gum tragacanth, is a gummy exudation from the leguminous shrub Astragalus gummifer. It is obtained through incisions made into the stem of the plant. Tragacanth is almost insoluble in water but swells in it to form a stiff gel. It is used as an emulsifying agent, as a component of pills, hand lotions, and medicinal lubricating jellies, as a demulcent, and as a sizing material. A gum (sometimes called Indian tragacanth) from a plant of the sterculia family is sold as a cheaper substitute. Used in salad dressings, processed cheese, cream cheese, cottage cheese, ice cream and icing."
181,E414,Acacia gum (gum arabic),"Thickener, stabiliser, emulsifier",1,"Gum arabic is the dried gum from the stems and branches of sub-Saharan (Sahel zone) Acacia senegal and Acacia seyal (Leguminosae) trees and produced naturally as large nodules during a process called gummosis to seal wounds in the bark of the tree. Gum arabic is used in food as a thickener, stabiliser, glazing agent and emulsifier, and is readily water-soluble. Typical products include chewing gum, sweets, jelly, fondants, beer, soft drinks, fruit squash, wine."
182,E415,Xanthan gum,Thickener stabiliser,1,"Xanthan Gum is a natural carbohydrate produced by fermenting glucose with the appropriate micro organisms (Xanthomonas campestris). It is gluten-free but can be used as a substitute for gluten (the protein which gives wheat flour its structure). Used as an emulsifier, lubricant, suspending agent and thickener. May be used alongside non-gluten containing flours to improve structure and texture in gluten-free baked goods. Also used in salad dressing to emulsify oil and vinegar, in cosmetics, animal feeds and various industrial products."
183,E416,Karaya gum,Thickener stabiliser emulsifier,1,"Its main function is to impart stability through its binding and emulsifying properties. Karaya has been used as a stabiliser in whipped cream and in imitation whipped cream. Also used to stabilise meringue powders. In combination with Carrageenan, Karaya increases the shelf life of bread and other bakery goods and improves the tolerance of dough to overmixing. In meat processing, Karaya has been used as an emulsifier and binder. It functions by absorbing the water residue from the ice used in manufacturing processed meats. Found in cereal and potato-based snacks, cheese spreads, bakery products, nut coatings, fillings, toppings and coatings for bakery products, desserts, emulsified sauces, egg-based liqueurs, dietary food supplements, dairy products and chewing gum. Also used as a denture adhesive, and laxative."
184,E417,Tara gum,"Thickener, stabiliser",1,"Tara gum is the endosperm of the seeds of the tara tree (Cesalpinia spinosa lin). Like guar gum and carob bean gum, tara gum is a galactomannan, comprising approximately 25% of galactose. Tara gum is partly soluble in cold water. The solution is more viscous than a guar gum or carob bean gum solution of the same concentration. Like carob bean gum, it has a gelling effect together with xanthan and increases the gelling properties of agar."
185,E418,Gellan gum,"Thickener, stabiliser",1,"A thickener, gelling agent and stabiliser Gellan gum is the generic name for a natural gum produced by the bacterium, Pseudomonas elodea. It is a polysaccharide (meaning -composed of sugars). Used in the new generation of gel drinks such as Sunny Delight."
186,E420,Sorbitol (i) Sorbitol (ii) Sorbitol syrup,"Emulsifier, sweetener, humectant",1,"Artificial sweetener and humectant; derived from glucose, either obtained from berries of the Sorbus aucuparia tree or synthesised; used in confectionary, dried fruit, pastries, low calorie foods, pharmaceutical syrups and ophthalmic preparations and is the seventh most widely used preservative in cosmetics; not permitted in foods for infants and young children, can cause gastric disturbance. Four pieces of low-joule chewing gum can make a child seriously ill. Not recommended for diabetics or people with fructose intolerance"
187,E421,Mannitol Anti-caking agent,Sweetener,1,"Artificial sweetener and humectant; derived from seaweed or the manna ash tree, but manufactured commercially by hydrogenation of invert sugar (glucose and fructose), monosaccharides and sucrose. Possible allergen, not permitted in infant foods due to its ability to cause diarrhoea and kidney dysfunction, also may cause nausea, vomiting; typical products are low calorie sugar-free foods, mustard, puddings, sauces, frozen fish. Other Names: 1, 2, 3, 4, 5, 6-hexanehexol, mannite, manna sugar"
188,E422,Glycerol,"Emulsifier, sweetener",1,"A natural carbohydrate alcohol, which is one of the components of all fats. It is also present in low concentrations in blood. It is commercially produced either synthetically from propene, or by bacterial fermentation of sugars; it is not produced from fat. Low-calorie sweetener, humectant (helps keep food moist) in bakery and confectionery products. The term carbohydrate alcohol is a chemical definition; glycerol does not contain alcohol."
189,E425,Konjac (i) Konjac gum (ii) Konjac glucomannane,Emulsifier,1,"Very popular in Japan as a cooking supplement for soups and stew-like dishes, once cooked, The tuber like plant is reduced to a substance somewhat stiffer than gelatin. The resultant material is pressed into blocks and sold like tofu in the grocery stores. The main substance in konjac is called glucomannan which has a low calorie content but is rich in dietary fibre. In the USA, the Food and Drug Administration has issued warnings about certain confectionary products (jelly type sweets) containing konjac. May be found in yoghurt, ice cream, cream cheese, non dairy creamers and confectionary (sweets)."
190,E430,Polyoxyethylene (8) stearate,"Emulsifier, stabiliser [possible allergic reaction]",4,"Synthetic compound, produced from ethylene oxide (a synthetic compound) and stearic acid (a natural fatty acid). Emulsifier found in Products like Sauces and (mainly) cosmetics. Acceptable Daily Intake is upto 25 mg/kg body weight for the entire group of compounds in the E430-E436 range; on the other hand, it has not been specified for the individual compounds. People intolerant of propylene glycol should also avoid the group of 430-E436. These compounds (430-E436) contain fatty acids, which are nearly always from vegetable oils; however, use of animal fat (including pork) cannot be fully ruled out. Chemically, the origin of these compounds cannot be determined; only the producer may provide information on the origin."
191,E431,Polyoxyethylene (40) stearate,Emulsifier,4,"E431 is a synthetic compound, produced from ethylene oxide (a synthetic compound) and stearic acid (a natural fatty acid). Used in bakery products, puddings, etc. Acceptable Daily Intake is upto 25 mg/kg body weight for the entire group of compounds in the 430-E436 range; on the other hand, it has not been specified for the individual compounds. These compounds (430-E436) contain fatty acids, which are nearly always from vegetable oils; however, use of animal fat (including pork) cannot be fully ruled out. Chemically, the origin of these compounds cannot be determined; only the producer may provide information on the origin."
192,E432,Polyoxyethylene (20) sorbitan monolaurate (polysorbate 20),Emulsifier,4,"Polysorbates are made by reacting ethylene oxide (a gas) with sorbitan esters. Polysorbates are generally used in combination other emulsifiers such as mono-and diglycerides or sorbitan monostearates for various purposes such as to disperse flavours and colours, to make essential oils and vitamins soluble and to improve volume and texture in baked goods. Widely used as an emulsifier or solubiliser in a variety of foods including bakery products and in cosmetics and other industrial products."
193,E433,Polyoxyethylene (20) sorbitan monooleate (polysorbate 80),Emulsifier,4,"Functions as an emulsifier (holding water and oils in suspension), in various foods and supplements. Polysorbates are generally used in combination other emulsifiers such as mono-and diglycerides or sorbitan monostearates for various purposes such as to disperse flavours and colours, to make essential oils and vitamins soluble and to improve volume and texture in bakery products."
194,E434,Polyoxyethylene (20) sorbitan monopalmitate (polysorbate 40),Emulsifier,4,"Used as an antifoaming agent, colourant and fat-soluble antioxidants. Found in Desserts and Sugar confectionery . Also found in Firm Hold Hair Gels."
195,E435,Polyoxyethylene (20) sorbitan monostearate (polysorbate 60),Emulsifier,4,"Polyoxyethylene- (20) -sorbitan monostearate and its close relatives, POLYSORBATE 65 and 80, work the same way as mono-and diglycerides, but smaller amounts are required to achieve the same result. They help prevent baked goods from going stale, keep dill oil dissolved in bottled dill pickles, help coffee whiteners dissolve in coffee, and prevent oil from separating out of artificial whipped cream. An emulsifier and thickener found in bakery products, frozen desserts, imitation dairy products, emulsified sauces and soups. Other uses include products such as creams, lotions, pomades, sunscreens, shampoos, conditioners, skin protection creams, salves, pharmaceutical ointments, and other emulsions."
196,E436,Polyoxyethylene (20) sorbitan tristearate (polysorbate 65),Emulsifier,4,"Emulsifier, stabiliser in a large range of foods including chewing gum. Causes fat absorption. Potentially cancer-inciting . Banned in Australia"
197,E440,Pectins (i) pectin (ii) amidated pectin,Emulsifier,1,"Found in ripe fruit such as apples and plums but mainly prepared from citrus peel, traditionally lemons, limes and grapefruit. Pectin is mainly used as a gelling agent, but can also act as thickener, water binder and stabiliser. The key characteristics being that it forms jelly and jam-type gels in presence of sugar and acid which is then used to gel various foods, drugs, and cosmetics. Uses include confectionery, high-sugar jellies, jams, preserves, marmalades and acid milk drinks."
198,E441,Gelatine,"Emulsifier, gelling agent, [animal origin]",2,Produced from all species of animals. Unfortunately information on origin can only be obtained from the producer. Specific halal gelatin is made from cattle.
199,E442,Ammonium phosphatides,Emulsifier,4,"Manufactured either synthetically or from a mixture of Glycerol (E422) and partially hardened rape seed oil. Used mainly as an emulsifier, to lower the surface tension of water so allowing the better combining of oils, fats and water, and as a stabiliser, to prevent separation. Similar in use to Lecithin (E322). Limited use as an antioxidant. Muslims should note that although industrial manufacturing based on propylene or sugar accounts for a large percentage of glycerol production, it can be obtained as a by-product in making soap from animal and vegetable fats and oils. Found in cocoa and chocolate products. It is the emulsifier found in Cadbury's Dairy Milk chocolate."
200,E444,Sucrose acetate isobutyrate,Emulsifier,1,Sucrose Acetate Isobutyrate. A synthetic compound derived from cane sugar.
201,E445,Glycerol esters of wood rosins,Emulsifier,3,An emulsifier and stabiliser used in the soft drinks industry. Obtained by solvent extraction of pure stump wood (wood resin).
202,E450,Diphosphates (i) Disodium diphosphate (ii) Trisodium diphosphate (iii) Tetrasodium diphosphate (iv) Dipotassium diphosphate (v) Tetrapotassium diphosphate (vi) Dicalcium diphosphate (vii) Calcium dihydrogen diphosphate,Emulsifier,1,Salts of sodium/potassium/calcium with phosphates. All are produced synthetically from the respective carbonates and phosphoric acid. Buffers and emulsifiers. E450 (iii) also binds metals and prevents discoloration due to metals. E450 (vi) is also used as bread enhancer and calcium supplement. Acceptable Daily Intake is upto 70 mg/kg bodyweight for all phosphate containing additives . High concentrations of phosphates may disturb several metabolic processes as phosphate plays an important role in general metabolism.
203,E451,Triphosphates (i) Pentasodium triphosphate (ii) Pentapotassium triphosphate,Emulsifier,1,"Salts of sodium/potassium with phosphates. All are produced synthetically from the respective carbonates and phosphoric acid. Buffers, stabiliser and emulsifiers. Also used to retain water during processing. Acceptable Daily Intake is upto 70 mg/kg bodyweight for all phosphate containing additives. High concentrations of phosphates may disturb several metabolic processes as phosphate plays an important role in general metabolism."
204,E452,Polyphosphates (i) Sodium polyphosphates (ii) Potassium polyphosphates (iii) Sodium calcium polyphosphate (iv) Calcium polyphophates,Emulsifier,1,"Salts of sodium/potassium/calcium/ammonium with phosphates. All are produced synthetically from the respective carbonates and phosphoric acid. Sequestrants (metal binders), stabiliser and emulsifiers. Also used to retain water during processing and storage. Found in many different products. Acceptable Daily Intake is upto 70 mg/kg bodyweight for all phosphate containing additives. High concentrations of phosphates may disturb several metabolic processes as phosphate plays an important role in general metabolism."
205,E460,Cellulose (i) Microcrystalline cellulose (ii) Powdered cellulose,Emulsifier,1,"Cellulose is mostly prepared from wood pulp and has many uses such as an anticakeing agent, emulsifier, stabiliser, dispersing agent, thickener, and gelling agent. Cellulose can give improved volume and texture particularly as a fat replacer in sauces and dressings but its insolubility means that all products will be cloudy. Also used in the absorbent pads used to prepack fresh and chilled foods and which are used to absorb excess juices and fluids, mircocrystalline cellulose is found in drug preparations (tablets). Found in sauces, soups, breads, biscuits and cakes, frozen desserts, ice cream, margarine, crisps, spreads, jams, chocolate, quick-setting deserts and milk shakes. Cellulose and its derivatives E460-466 are used as glazing agents, disintegrants and slow release agents."
206,E461,Methyl cellulose,Emulsifier,1,"Found in sterilised, pasteurised and UHT cream, low-calorie cream and pasteurised low-fat cream, laxatives, sun creams and amongst other things, wallpaper paste. May cause asthma, intestinal blockage, itching, skin rash and swallowing difficulty."
207,E462,Ethyl cellulose,Emulsifier,1,"Ethylcellulose is prepared from cellulose, the main polysaccharide and constituent of wood and all plant structures. Commercially prepared from wood and chemically ethylated. Many different uses, mainly as thickening agent, but also as filler, dietary fibre, anti clumping agent and emulsifier. Used in only few products, and no longer permitted as emulsifier in the EU. Acceptable Daily Intake is not determined. Ethylcellulose is practically non soluble, but can be fermented in the large intestine. Large concentrations can cause intestinal problems, such as bloating, constipation and diarrhoea."
208,E463,Hydroxy propyl cellulose,Emulsifier,1,"A semisynthetic compound derived from cellulose, the woody material produced by plants. Found in sterilised, pasteurised and UHT cream, low-calorie cream and pasteurised low-fat cream. Also used as a laxative and as an additive to tobacco products and in cosmetics as a binding agent, emulsion stabiliser, film former and viscosity adjuster."
209,E464,Hydroxy propyl methyl cellulose,Emulsifier,1,"A semisynthetic compound derived from cellulose, the woody material produced by plants. Found in sterilised, pasteurised and UHT cream, low-calorie cream and pasteurised low-fat cream, bakery products and in reduced fat products. Also in pharmacuticals including Multibionta 50+ Probiotic multi vitamin pills, Rhinolast nasal allergy spray and Viagra. In the cosmetics industry it is used as a binding agent, emulsion stabiliser, film former and viscosity adjuster."
210,E465,Ethyl methyl cellulose,Emulsifier,1,"Thickener, emulsifier, stabiliser and foaming agent. Found in sterilised, pasteurised and UHT cream, low-calorie cream and pasteurised low-fat cream. Also used as a tobacco additive."
211,E466,"Carboxy methyl cellulose, Sodium carboxy methyl cellulose",Emulsifier,1,"Found in sterilised, pasteurised and UHT cream, low-calorie cream and pasteurised low-fat cream, laxatives, and an ingredient of Sunny Delight."
212,E467,Sodium carboxy methyl cellulose,Thickening agent,1,A synthetic cellulose gum used as a binding and thickening agent. Also found in tobacco and detergents.
213,E469,Enzymically hydrolysed carboxymethylcellulose,Emulsifier,1,"The sodium salt of a carboxymethyl ether of cellulose, which has been partially hydrolyzed by enzymatic treatment with food-grade Trichoderma reesei cellulase. Used as a carrier, glazing agent, stabiliser and thickener."
214,E470a,"Sodium, potassium and calcium salts of fatty acids",Emulsifier,4,Fatty acids are natural elements of fats and oils. Their salts are obtained by treating them with alkaline substances in order to make such things as soaps. Used in cake mixes and oven ready chips.
215,E470b,Magnesium salts of fatty acids,"Emulsifier, anti-caking agent",4,Used as an anti-caking agent in certain food supplement tablets and capsules. Not permitted in Australia.
216,E471,"Mono-and diglycerides of fatty acids (glyceryl monostearate, glyceryl distearate)",Emulsifier,4,"Manufactured from glycerin (see E422) and fatty acids, these are normally obtained from hydrogenated soya bean oil and as such may be genetically modified but the source maybe of animal origin aswell hence one must read the packaging to confirm suitable for vegetarians. Used where the foaming power of egg protein needs to be retained in the presence of fat and in baked goods as an 'anti-staling' agent where it prevents the loss of water from starches. Allegedly the most commonly used emulsifier in the food processing industry, it can be found in, amongst other foods, Black Forest gateau mix, cakes, hot-chocolate mix, aerosol creams, shaped crisps, quick custard mix, packet dessert topping, dehydrated potato, sponge puddings, sterilised, pasteurised and UHT cream, low-calorie cream and pasteurised low-fat cream, margarine and low fat spreads, and ice cream."
217,E472a,Acetic acid esters of mono-and diglycerides of fatty acids,Emulsifier,4,"Prepared from mixing esters of glycerol (see E422) with edible fats and acetic acid (see E260). Improves aeration properties of high fat recipes and produces a stable foam in whipped products by collecting together the fat globules. Because it is capable of forming a very thin, flexible and stretchable film it is also used as coating for meat products, nuts and fruits where it improves appearance and extends shelf life. Can also be found in bread, dessert toppings and cheesecake and mousse mixes"
218,E472b,Lactic acid esters of mono-and diglycerides of fatty acids,Emulsifier,4,"Esters of mono and diglycerides (also see E472a, E472c and E472e) are widely used especially in fats, bakery products &amp; whipped toppings Used to give emulsions their stability and the required viscosity. The first use of monoacylglycerols on an industrial scale was, more than 50 years ago, for making margarine where they emulsify the water phase in oil and fat phase. They are now currently included in low calorie spreads, peanut butter and ice cream to control their texture, starch based foods such as macaroni, noodles, potato products and in the bakery industry. Found in Cadburys mousse deserts, Marks &amp; Spencer Strawberry Trifle and Mullerlight mousse."
219,E472c,Citric acid esters of mono-and diglycerides of fatty acids,Emulsifier,4,Citrated mono and diglycerides are formed by esterifying the hydroxyl groups of mono and diglycerides. Used as an emulsifier. A substitute for lecithin (E322) in various applications. Permitted for use in infant formula and follow-on milk and other foods for infants and young children
220,E472d,Tartaric acid esters of mono-and diglycerides of fatty acids,Emulsifier,4,None available
221,E472e,Mono-and diacetyl tartaric acid esters of mono-and diglycerides of fatty acids,Emulsifier,4,"Consists of mixed glycerol esters of mono and diacetyltartaric acid and fatty acids of food fats prepared from esters of glycerol (see E422) with tartaric acid (see E334). It is made by the interaction of diacetyltartaric anhydride and mono and diglycerides. Its main use is as a dough conditioner in yeast raised bakery products such as bread although it also finds use in hot chocolate mix, gravy granules and frozen pizza."
222,E472f,Mixed acetic and tartaric acid esters of mono-and diglycerides of fatty acids,Emulsifier,4,"Consists of esters of glycerol with fatty acids of food fats, acetic acid and tartaric acid. It may contain small amounts of free glycerol, free fatty acids, free acetic acid, free tartaric acid and free glycerides. Found in processed bread and some other products."
223,E473,Sucrose esters of fatty acids,Emulsifier,4,"Used stabilise margarine, mayonnaise, soups and dairy desserts. Modify swelled starch in noodles and baked goods. Also may be found in the following: baking mixes, chewing gum, coffee and tea beverages with added dairy ingredients, frozen dairy desserts and mixes, as a component of protective coatings applied to fresh apples, avocados, bananas, banana plantains, limes, melons (honeydew and cantaloupe), papaya, peaches, pears, pineapples, and plums to retard ripening and spoiling. Also involved in the production of olestra."
224,E474,Sucroglycerides,Emulsifier,4,"An emulsifier, stabiliser and thickener which may be found in dairy based drinks, flavoured and/or fermented (e. g. , chocolate milk, cocoa, eggnog, drinking yoghurt, whey based drinks), beverage whiteners, dairy based desserts (e. g. , ice cream, fruit or flavoured yoghurt). Edible ices, including sherbet and sorbet, surface treated fresh fruit, fruit based desserts, including fruit flavoured water based desserts, cocoa mixes (powders and syrups), chewing gum, cereal and starch based desserts (e. g. , rice pudding, tapioca pudding). Also, heat treated processed meat, poultry, and game products in whole pieces or cuts, heat treated processed comminuted meat, poultry, and game products, egg based desserts (e. g. , custard), soups and broths, sauces, dietetic foods intended for special medical purposes, including those for infants and young children, dietetic formulae for slimming purposes and weight reduction, food supplements, water based flavoured drinks, including ""sport"" or ""electrolyte"" drinks and particulated drinks, cider and perry, fruit wine, Mead and Spirituous beverages."
225,E475,Polyglycerol esters of fatty acids,Emulsifier,4,"Extensively used in icings, toppings and cake mixes, ice cream, other desserts, bakery and pastry products, chewing gum, coffee whitener, butter and other spreads, milk powder for baby food, and imitation milk powders. It can also be used as a vehicle for a drug (dissolved or suspended), as a wetting agent, to help the wetting of a suspended powder , as a thickener. Owing to its high viscosity, it can be mixed with vegetable oils, to increase viscosity thus preventing separation."
226,E476,Polyglycerol polyricinoleate,Emulsifier,1,"It is produced from castor oil and glycerol esters (see E422). Muslims should note that although industrial manufacturing based on propylene or sugar accounts for a large percentage of glycerol production it can be obtained as a by-product in making soap from animal and vegetable fats and oils. Polyglycerol polyricinoleates (PGPR) are used, alone or in combination with soy lecithin, to improve the flow properties of molten chocolate and to reduce the amount of cocoa butter required. Mainly used in icings, toppings and in cake mixes. Can also be found in low fat spreads and dressings and cocoa-based, chocolate confectionery."
227,E477,"Propane-1, 2-diol esters of fatty acids, propylene glycol esters of fatty acids",Emulsifier,4,Mainly used in cakes &amp; whipped toppings as emulsifiers and aerating agents.
228,E478,Lactylated fatty acid esters of glycerol and propane-1,Emulsifier,4,"Combination of lactic acid, glycerol, propanediol and natural fats. Normal fat consists of glycerol and fatty acids, for these products glycerol is replaced by propanediol. The fats are mainly from plant origin, but also fats of animal origin may be used. The product generally is a mixture of different components. As an Emulsifiers and stabilizer it is found in bakery products. Acceptable Daily Intake is upto 25 mg/kg bodyweight for propyleneglycol. Although mainly vegetable oils are used, the use of animal fat (incl. pork) can not be excluded. Only the producer can give detailed information on the origin of the fatty acids. Chemically the fatty acids from vegetable or animal origin are identical."
229,E479b,Thermally oxidized soya bean oil interacted with mono-and diglycerides of fatty acids,Emulsifier,4,Found in magarine and similar fat emulsions for frying purposes. May be of Genetically modified origin as manufactured from soya.
230,E481,Sodium stearoyl-2-lactylate,Emulsifier,4,"Emulsifier used to improve the texture of baked goods, dough conditioner; stabiliser and whipping agent, emulsifying agent in salad dressings (including French dressing), soups, non dairy creamers, cream liqueur drinks and beauty preparations."
231,E482,Calcium stearoyl-2-lactylate,Emulsifier,4,Similar to E481 but with calcium as the added mineral instead of sodium. Lactic acid in commercial food is produced either by chemical synthesis or from bacterial fermentation of a carbohydrate such as corn sugar. It is considered safe for a milk allergic individual. Used as a conditioner in dehydrated potatoes (instant mashed potatoes) and helps to prevent staleing in bread.
232,E483,Stearyl tartrate,Emulsifier,4,"Used as a dough strengthening agent. Stearyl tartrate has been extensively studied in animals. There are fears in some quarters that it may be a carcinogen, and it is prohibited in Australia."
233,E491,Sorbitan monostearate,Emulsifier,4,"Sorbitan fatty acid esters are lipophilic (fat loving) generally soluble or dispersible in oil and tend to form water in oil emulsions. They are also soluble in most organic solvents. Used in fine bakery wares, anusol pile cream!!! and cream for dry and sensitive skin."
234,E492,Sorbitan tristearate,Emulsifier,4,"A semisynthetic compound derived from simple sugars and fatty acids. Produced by the reaction of sorbitol and stearic acid, sorbitan monostearate is the only sorbitan ester approved for food use. Applications include emulsifier for the preparation of water /oil emulsions, emulsifier for insecticides, anti-foaming agent, used in conjunction with polysorbates in oil toppings, cake mixes, etc. Found in Lancome nail strengthening cream, McDonalds (magarine applied to buns),"
235,E493,Sorbitan monolaurate,Emulsifier,4,"Produced from sorbitol and lauric acid, a normal fatty acid from vegetable or animal origin. Emulsifier and stabiliser found in different products. Although mainly vegetable oils are used, the use of animal fat (incl. pork) can not be excluded. Several groups, such as vegans, Muslims and Jews thus avoid these products. Only the producer can give detailed information on the origin of the fatty acids. Chemically the fatty acids from vegetable or animal origin are identical."
236,E494,Sorbitan monooleate,Emulsifier,4,"Used as an emulsifier, thickener and stabiliser in foods. It stops yeast products foaming. Also used in pharmaceuticals. Banned in Australia."
237,E495,Sorbitan monopalmitate,Emulsifier,4,Emulsifier and stabiliser as alternative for 491. It is Banned in Australia. Due to its adverse health effects it is advisable to avoid it.
238,E500,Sodium carbonates (i) Sodium carbonate (ii) Sodium hydrogen carbonate (Bicarbonate of soda) (iii) Sodium sesquicarbonate,"Acidity regulator, raising agent",1,"Produced from seawater or salt and also found as natural minerals. It is an Acidity regulator, alkali, and rising agent. Present in many different products. Acceptable Daily Intake is not determined."
239,E501,Potassium carbonates (i) Potassium carbonate (ii) Potassium hydrogen carbonate,Acidity regulator,1,"Produced from potassiumchloride, a natural mineral. It is an Acidity regulator, alkali, and rising agent. Present in many different products. Acceptable Daily Intake is not determined."
240,E503,Ammonium carbonates (i) Ammonium carbonate (ii) Ammonium hydrogen carbonate,Acidity regulator,1,"Produced from ammonium sulphate and calcium carbonate, natural minerals. It is an Acidity regulator, alkali, and rising agent. Present in many different products. Acceptable Daily Intake is not determined."
241,E504,Magnesium carbonates (i) Magnesium carbonate (ii) Magnesium hydroxide carbonate (syn. Magnesium hydrogen carbonate),Acidity regulator-anti-caking agent,1,"Produced from magnesium hydroxide, but also occurs as a natural mineral. It is an Acidity regulator, alkali, and an anti-caking agent. Present in many different products. Acceptable Daily Intake is not determined."
242,E507,Hydrochloric acid,Acid,1,"Natural acid, normally present in the stomach. Produced from salt and sulphuric acid. It is an Acidity regulator found in products like Cheese, beer. Acceptable daily intake is not determined."
243,E508,Potassium chloride,"Gelling agent, seasoning",1,"Natural salt, part of sea salt and rock salt. Acts as a Salt replacer in many salt-free/sodium-free/low-sodium products. Its Acceptable Daily Intake is Not determined. It has a bad flavour and taste."
244,E509,Calcium chloride,"Sequestrant, firming agent",1,"Natural salt, part of sea salt and rock salt. An Acidity regulator which enhances firmness in fruits and vegetables and binds metals. Used in many products, especially as a calcium source in nutrition supplementsAcceptable Daily Intake is not determined."
245,E510,"Ammonium chloride, ammonia solution",Acidity regulator-improving agent,1,"Natural salt, part of sea salt and rock salt. Prepared from hydrochloric acid and ammonia. Acidity regulator, flavour and nutrient for yeast in yeast-fermented products such as bread. Used in many products, but due to strong taste its use is limited. Acceptable Daily Intake is Not determined."
246,E511,Magnesium chloride,Firming agent,1,"Natural salt, part of sea salt and rock salt. An Acidity regulator in Sterilised vegetables. Acceptable Daily Intake is Not yet determined. It may act as a laxative."
247,E512,Stannous chloride,Antioxidant,1,Prepared from tin ores and hydrochloric acid. A Stabiliser found in Canned beans and asparagus. Acceptable daily intake according to health authorities is up to 2 mg/kg bodyweight.
248,E513,Sulphuric acid,Acid,1,"Prepared from sulphur dioxide, oxygen and water. An acid and acidity regulator found in Beer and cheese products. Acceptable Daily Intake is not determined."
249,E514,Sodium sulphates (i) Sodium sulphate (ii) Sodium hydrogen sulphate,Acidity regulator,1,Prepared from salt and sulphuric acid. A Filling agent and stabiliser in Chewing gums. Acceptable Daily Intake is not determined.
250,E515,Potassium sulphates (i) Potassium sulphate (ii) Potassium hydrogen sulphate,Seasoning,1,Prepared from potassium salts and sulphuric acid. Also found as a natural mineral. Used for treatment of water used for brewing. It also acts as a salt replacer in Beer and low-sodium products Acceptable Daily Intake is not yet determined.
251,E516,Calcium sulphate,"Sequestrant, improving agent, firming agent",1,"Prepared from calcium salts and sulphuric acid. Natural mineral. Stabiliser, metal binding agent, nutrient for yeast in bread and many other products, including pharmaceutical preparations Acceptable Daily Intake is not determined."
252,E517,Ammonium sulphate,Improving agent,1,"Prepared from ammonium salts and sulphuric acid. Natural mineral. Works as a Stabiliser, buffer, and bread enhancer. Its found in many Bakery and confectionary products . Acceptable Daily Intake is not yet determined."
253,E518,"Magnesium sulphate, Epsom salts","Acidity regulator, firming agent",1,"Prepared from magnesium salts and sulphuric acid. Natural mineral; enhances firmness in canned vegetables. Also found as part of various food supplements. Its acceptable Daily Intake is not determined. It has no known side effects when used in foods, but it is a strong laxative."
254,E519,Copper sulphate,Preservative,1,"Mineral salt, anti-caking agent which is manufactured but occurs naturally and used for making azo dyes. Fed to pigs to stimulate growth. A cumulative poison. Essential mineral for many body functions such as making blood and tissues to fighting infections. Naturally in meat, cereals, vegetables. Used in infant formula as a mineral supplement."
255,E520,Aluminium sulphate,Firming agent,1,"Natural mineral, from which the commercial product is purified. Aluminium sulphate is used to precipitate protein, for example during the beer brewing process. It also strengthens the structure of vegetables during processing. Its used in Beer, pickled vegetables, proteins (deodorant, as anti-bacterial agent). Acceptable daily intake is not determined. A health concern about Aluminium is that it inhibits the uptake of B-vitamins."
256,E521,Aluminium sodium sulphate,Firming agent,1,"Prepared from natural aluminium sulphate. It strengthens the structure of vegetables during processing. It is used as acidity regulator and bleaching agent in flour. It is found in Products like Flour, cheese and confectionary Acceptable daily intake is not determined. As a side-effect Aluminium inhibits the uptake of B-vitamins."
257,E522,Aluminium potassium sulphate,Acidity regulator,1,"Prepared from natural aluminium sulphate. It is used as acid source in baking powder for bakery products, baked at high temperature. It also stabilises colours. Used in Industrial baking powder. Acceptable daily intake is upto 0. 6 mg/kg bodyweight. Aluminium inhibits the uptake of B-vitamins. It may also influence liver function in high concentrations. However with use of E522 the concentrations are too low."
258,E523,Aluminium ammonium sulphate,Acidity regulator,1,"Prepared from natural aluminium sulphate. It is used as acid source in baking powder for bakery products, baked at high temperature. It also stabilises colours. It is found in Products like Industrial baking powder Acceptable daily intake is upto 0. 6 mg/kg bodyweight according to health authorites. A Side effect of Aluminium is that it inhibits the uptake of B-vitamins."
